video_id,user_id,comment,sentiment_score
676,7676,"Painful edit, not it",0.14
677,7677,"Alright I guess, nothing new",0.44
678,7678,"Not bad, not great either",0.53
679,7679,"Felt dragged out, lost me halfway",0.3
680,7680,Some effort but not memorable,0.43
681,7681,Lowkey the best thing on my FYP today,0.8
682,7682,"This actually ate, no crumbs",0.95
683,7683,Pretty mid but not terrible,0.58
684,7684,"Highkey useful, tysm",0.7
685,7685,Okay-ish but kinda bland,0.52
686,7686,Okay-ish but kinda bland,0.55
687,7687,This was kinda mid ngl,0.3
688,7688,"Felt dragged out, lost me halfway",0.29
689,7689,"Average content, nothing special",0.42
690,7690,"This is next level, wow",0.85
691,7691,Bro thought he ate,0.25
692,7692,"Highkey useful, tysm",0.76
693,7693,Some effort but not memorable,0.48
694,7694,"Alright I guess, nothing new",0.5
695,7695,"Loved every second, pure vibes",0.93
696,7696,"Solid attempt, could improve",0.57
697,7697,Neutral on this topic,0.49
698,7698,"Loved every second, pure vibes",0.96
699,7699,Worst thing on my FYP today,0.16
700,7700,Okay-ish but kinda bland,0.57
701,7701,"It’s okay, seen better",0.46
702,7702,Neutral on this topic,0.45
703,7703,"It’s okay, seen better",0.54
704,7704,"This actually ate, no crumbs",0.9
705,7705,"Felt dragged out, lost me halfway",0.21
706,7706,Pretty mid but not terrible,0.48
707,7707,"This actually ate, no crumbs",0.98
708,7708,"Alright I guess, nothing new",0.44
709,7709,"The audio was rough, couldn’t listen",0.14
710,7710,"This actually ate, no crumbs",0.95
711,7711,"Real talent, keep posting",0.84
712,7712,"It’s okay, seen better",0.58
713,7713,Couldn’t finish this one,0.18
714,7714,"Not bad, not great either",0.52
715,7715,"Average content, nothing special",0.51
716,7716,"Highkey useful, tysm",0.76
717,7717,"Average content, nothing special",0.43
718,7718,"Alright I guess, nothing new",0.43
719,7719,"Super basic, nothing new",0.31
720,7720,"Not bad, not great either",0.47
721,7721,"This actually ate, no crumbs",0.8
722,7722,"The audio was rough, couldn’t listen",0.07
723,7723,"Felt dragged out, lost me halfway",0.21
724,7724,Production felt so cheap,0.03
725,7725,"Clear explanation, easy to follow",0.7
726,7726,This was kinda mid ngl,0.29
727,7727,"Meh, it’s fine I guess",0.51
728,7728,Some effort but not memorable,0.51
729,7729,Worst thing on my FYP today,0.07
730,7730,"This is next level, wow",0.82
731,7731,Some effort but not memorable,0.54
732,7732,Pretty mid but not terrible,0.56
733,7733,Lowkey the best thing on my FYP today,0.81
734,7734,"Clear explanation, easy to follow",0.62
735,7735,"Loved every second, pure vibes",0.99
736,7736,"Real talent, keep posting",0.8
737,7737,Okay-ish but kinda bland,0.49
738,7738,Okay-ish but kinda bland,0.42
739,7739,Production felt so cheap,0.0
740,7740,This was kinda mid ngl,0.22
741,7741,Bro thought he ate,0.33
742,7742,"It’s okay, seen better",0.58
743,7743,"This was so clean, respect",0.97
744,7744,"Meh, it’s fine I guess",0.51
745,7745,"Solid attempt, could improve",0.44
746,7746,Production felt so cheap,0.16
747,7747,"Highkey useful, tysm",0.61
748,7748,This was kinda mid ngl,0.33
749,7749,Main character energy right here,0.7
750,7750,Lowkey the best thing on my FYP today,0.96
751,7751,The editing was on point fr,0.68
752,7752,The editing was on point fr,0.68
753,7753,Main character energy right here,0.66
754,7754,"Clear explanation, easy to follow",0.64
755,7755,The editing was on point fr,0.77
756,7756,Some effort but not memorable,0.43
757,7757,"Felt dragged out, lost me halfway",0.32
758,7758,"Clear explanation, easy to follow",0.73
759,7759,"Unwatchable, I had to scroll",0.09
760,7760,"This actually ate, no crumbs",0.95
761,7761,"Highkey useful, tysm",0.65
762,7762,Production felt so cheap,0.18
763,7763,Neutral on this topic,0.48
764,7764,Pretty mid but not terrible,0.58
765,7765,"Felt dragged out, lost me halfway",0.29
766,7766,"Felt dragged out, lost me halfway",0.37
767,7767,Bro thought he ate,0.29
768,7768,"This actually ate, no crumbs",0.98
769,7769,Neutral on this topic,0.52
770,7770,"Not bad, not great either",0.45
771,7771,Neutral on this topic,0.49
772,7772,"Alright I guess, nothing new",0.52
773,7773,"Highkey useful, tysm",0.66
774,7774,"Unwatchable, I had to scroll",0.15
775,7775,Okay-ish but kinda bland,0.45
776,7776,"Meh, it’s fine I guess",0.43
777,7777,Worst thing on my FYP today,0.02
778,7778,Pretty mid but not terrible,0.52
779,7779,Neutral on this topic,0.42
780,7780,"Alright I guess, nothing new",0.46
781,7781,"Average content, nothing special",0.43
782,7782,"This was so clean, respect",0.95
783,7783,Neutral on this topic,0.45
784,7784,Neutral on this topic,0.45
785,7785,Okay-ish but kinda bland,0.5
786,7786,"This was so clean, respect",1.0
787,7787,Production felt so cheap,0.17
788,7788,"Super basic, nothing new",0.24
789,7789,Okay-ish but kinda bland,0.42
790,7790,"Unwatchable, I had to scroll",0.05
791,7791,"Alright I guess, nothing new",0.47
792,7792,"This was so clean, respect",0.89
793,7793,Neutral on this topic,0.49
794,7794,"Felt dragged out, lost me halfway",0.25
795,7795,"Felt dragged out, lost me halfway",0.26
796,7796,Worst thing on my FYP today,0.08
797,7797,"Super basic, nothing new",0.23
798,7798,"Solid attempt, could improve",0.43
799,7799,Okay-ish but kinda bland,0.42
800,7800,Pretty mid but not terrible,0.46
801,7801,Pretty mid but not terrible,0.43
802,7802,"Painful edit, not it",0.0
803,7803,"Average content, nothing special",0.59
804,7804,Worst thing on my FYP today,0.12
805,7805,"Highkey useful, tysm",0.78
806,7806,Neutral on this topic,0.43
807,7807,Couldn’t finish this one,0.04
808,7808,Couldn’t finish this one,0.11
809,7809,Bro thought he ate,0.25
810,7810,Pretty mid but not terrible,0.42
811,7811,Neutral on this topic,0.53
812,7812,Neutral on this topic,0.42
813,7813,Couldn’t finish this one,0.18
814,7814,"Highkey useful, tysm",0.78
815,7815,"Average content, nothing special",0.59
816,7816,"The audio was rough, couldn’t listen",0.12
817,7817,"Highkey useful, tysm",0.62
818,7818,"Solid attempt, could improve",0.53
819,7819,"Clear explanation, easy to follow",0.76
820,7820,"This actually ate, no crumbs",0.85
821,7821,"Solid attempt, could improve",0.53
822,7822,"Highkey useful, tysm",0.71
823,7823,"Super basic, nothing new",0.35
824,7824,"This is next level, wow",0.94
825,7825,"Real talent, keep posting",0.92
826,7826,"Super basic, nothing new",0.34
827,7827,"Average content, nothing special",0.41
828,7828,"Average content, nothing special",0.41
829,7829,Some effort but not memorable,0.55
830,7830,"This actually ate, no crumbs",0.85
831,7831,Couldn’t finish this one,0.08
832,7832,"It’s okay, seen better",0.45
833,7833,"This actually ate, no crumbs",0.89
834,7834,Neutral on this topic,0.43
835,7835,The editing was on point fr,0.7
836,7836,"This actually ate, no crumbs",0.9
837,7837,"Highkey useful, tysm",0.76
838,7838,"Solid attempt, could improve",0.45
839,7839,Production felt so cheap,0.05
840,7840,"This is next level, wow",0.87
841,7841,"Average content, nothing special",0.42
842,7842,Couldn’t finish this one,0.18
843,7843,"Loved every second, pure vibes",0.98
844,7844,Pretty mid but not terrible,0.42
845,7845,Lowkey the best thing on my FYP today,0.93
846,7846,"This was so clean, respect",0.83
847,7847,"This actually ate, no crumbs",0.92
848,7848,"Clear explanation, easy to follow",0.62
849,7849,"Highkey useful, tysm",0.61
850,7850,"Not bad, not great either",0.42
851,7851,Couldn’t finish this one,0.1
852,7852,"This was so clean, respect",0.85
853,7853,"Highkey useful, tysm",0.78
854,7854,"Clear explanation, easy to follow",0.75
855,7855,The editing was on point fr,0.63
856,7856,Neutral on this topic,0.46
857,7857,Neutral on this topic,0.54
858,7858,"Clear explanation, easy to follow",0.74
859,7859,Production felt so cheap,0.03
860,7860,"Felt dragged out, lost me halfway",0.23
861,7861,Production felt so cheap,0.06
862,7862,"Real talent, keep posting",0.97
863,7863,Some effort but not memorable,0.57
864,7864,Bro thought he ate,0.22
865,7865,"Super basic, nothing new",0.28
866,7866,"Super basic, nothing new",0.33
867,7867,Main character energy right here,0.68
868,7868,Production felt so cheap,0.06
869,7869,"Real talent, keep posting",0.98
870,7870,"Painful edit, not it",0.18
871,7871,Pretty mid but not terrible,0.45
872,7872,"Real talent, keep posting",0.81
873,7873,"Highkey useful, tysm",0.76
874,7874,"Real talent, keep posting",0.89
875,7875,Lowkey the best thing on my FYP today,0.84
876,7876,"Highkey useful, tysm",0.77
877,7877,"Loved every second, pure vibes",0.98
878,7878,Couldn’t finish this one,0.11
879,7879,Okay-ish but kinda bland,0.46
880,7880,Couldn’t finish this one,0.19
881,7881,This was kinda mid ngl,0.21
882,7882,Bro thought he ate,0.37
883,7883,"Super basic, nothing new",0.33
884,7884,Some effort but not memorable,0.48
885,7885,Worst thing on my FYP today,0.15
886,7886,"Solid attempt, could improve",0.57
887,7887,"This is next level, wow",0.85
888,7888,"It’s okay, seen better",0.57
889,7889,"Highkey useful, tysm",0.67
890,7890,Main character energy right here,0.77
891,7891,"The audio was rough, couldn’t listen",0.11
892,7892,"Felt dragged out, lost me halfway",0.25
893,7893,The editing was on point fr,0.77
894,7894,"Super basic, nothing new",0.26
895,7895,Lowkey the best thing on my FYP today,0.93
896,7896,This was kinda mid ngl,0.38
897,7897,Neutral on this topic,0.56
898,7898,"Highkey useful, tysm",0.68
899,7899,"Felt dragged out, lost me halfway",0.31
900,7900,"Solid attempt, could improve",0.58
901,7901,Main character energy right here,0.69
902,7902,"Meh, it’s fine I guess",0.54
903,7903,"Felt dragged out, lost me halfway",0.25
904,7904,"Clear explanation, easy to follow",0.66
905,7905,"Unwatchable, I had to scroll",0.14
906,7906,"Real talent, keep posting",0.96
907,7907,"This actually ate, no crumbs",0.82
908,7908,"Average content, nothing special",0.56
909,7909,"The audio was rough, couldn’t listen",0.19
910,7910,"This was so clean, respect",1.0
911,7911,Production felt so cheap,0.02
912,7912,"Unwatchable, I had to scroll",0.13
913,7913,The editing was on point fr,0.75
914,7914,Lowkey the best thing on my FYP today,0.85
915,7915,Couldn’t finish this one,0.14
916,7916,"This is next level, wow",0.96
917,7917,"This actually ate, no crumbs",0.86
918,7918,"The audio was rough, couldn’t listen",0.09
919,7919,"Felt dragged out, lost me halfway",0.29
920,7920,Main character energy right here,0.66
921,7921,This was kinda mid ngl,0.36
922,7922,"It’s okay, seen better",0.44
923,7923,"Highkey useful, tysm",0.63
924,7924,"The audio was rough, couldn’t listen",0.15
925,7925,"This actually ate, no crumbs",0.87
926,7926,This was kinda mid ngl,0.25
927,7927,"Real talent, keep posting",0.89
928,7928,"Alright I guess, nothing new",0.46
929,7929,"Painful edit, not it",0.12
930,7930,Production felt so cheap,0.05
931,7931,Worst thing on my FYP today,0.15
932,7932,"Painful edit, not it",0.13
933,7933,Main character energy right here,0.7
934,7934,The editing was on point fr,0.68
935,7935,"Average content, nothing special",0.58
936,7936,"Alright I guess, nothing new",0.47
937,7937,"Alright I guess, nothing new",0.41
938,7938,Lowkey the best thing on my FYP today,0.8
939,7939,"Highkey useful, tysm",0.64
940,7940,"Alright I guess, nothing new",0.41
941,7941,"The audio was rough, couldn’t listen",0.02
942,7942,Bro thought he ate,0.29
943,7943,Production felt so cheap,0.08
944,7944,"This is next level, wow",0.84
945,7945,"This is next level, wow",0.93
946,7946,"Loved every second, pure vibes",0.95
947,7947,"Painful edit, not it",0.16
948,7948,"Unwatchable, I had to scroll",0.1
949,7949,"Real talent, keep posting",0.98
950,7950,Okay-ish but kinda bland,0.43
951,7951,Lowkey the best thing on my FYP today,0.86
952,7952,"Highkey useful, tysm",0.6
953,7953,"Solid attempt, could improve",0.56
954,7954,This was kinda mid ngl,0.23
955,7955,Bro thought he ate,0.31
956,7956,"This was so clean, respect",0.95
957,7957,"This actually ate, no crumbs",0.91
958,7958,"Alright I guess, nothing new",0.59
959,7959,"Super basic, nothing new",0.3
960,7960,"Real talent, keep posting",0.93
961,7961,Some effort but not memorable,0.59
962,7962,Okay-ish but kinda bland,0.53
963,7963,This was kinda mid ngl,0.35
964,7964,"Felt dragged out, lost me halfway",0.34
965,7965,"It’s okay, seen better",0.55
966,7966,"Highkey useful, tysm",0.66
967,7967,"Alright I guess, nothing new",0.49
968,7968,"Super basic, nothing new",0.32
969,7969,Main character energy right here,0.69
970,7970,"Highkey useful, tysm",0.71
971,7971,"Solid attempt, could improve",0.45
972,7972,Worst thing on my FYP today,0.2
973,7973,Some effort but not memorable,0.53
974,7974,"Average content, nothing special",0.52
975,7975,Okay-ish but kinda bland,0.53
976,7976,"Real talent, keep posting",0.93
977,7977,"Painful edit, not it",0.0
978,7978,"This was so clean, respect",0.98
979,7979,Main character energy right here,0.64
980,7980,"Average content, nothing special",0.45
981,7981,Pretty mid but not terrible,0.47
982,7982,"Not bad, not great either",0.59
983,7983,"Super basic, nothing new",0.25
984,7984,Pretty mid but not terrible,0.47
985,7985,"Loved every second, pure vibes",0.96
986,7986,"Unwatchable, I had to scroll",0.11
987,7987,Worst thing on my FYP today,0.16
988,7988,"This was so clean, respect",0.81
989,7989,The editing was on point fr,0.72
990,7990,"Not bad, not great either",0.57
991,7991,Lowkey the best thing on my FYP today,0.92
992,7992,Neutral on this topic,0.59
993,7993,"Not bad, not great either",0.54
994,7994,Pretty mid but not terrible,0.49
995,7995,Couldn’t finish this one,0.02
996,7996,"Loved every second, pure vibes",0.83
997,7997,"Loved every second, pure vibes",0.88
998,7998,Lowkey the best thing on my FYP today,0.88
999,7999,"Unwatchable, I had to scroll",0.02
1000,8000,Pretty mid but not terrible,0.41
