video_id,user_id,comment,label,is_quality_related,quality_label
116,1115,Bro thought he ate ,negative,False,1
322,1321,"Drip is immaculate, I’m stealing this look  ",positive,False,1
25,1024,"Not bad, not great either ",neutral,False,1
161,1160,That edit was painful to sit through ,negative,True,0
215,1214,"If I had a dollar for every time I watched this, I’d buy TikTok.",positive,False,1
32,1031,Pretty mid but I see the effort ,neutral,False,1
253,1252,"Meh, it’s fine I guess ",neutral,False,1
289,1288,This gave me main character energy  ,positive,False,1
37,1036,I’m glad you’re coming out of your comfort zone — time to go back. ,negative,False,1
473,1472,Why are you so perfect? Are you a toaster? ,positive,False,1
101,1100,"Yo, dude, you won't believe what just happened. ",neutral,False,1
402,1401,"Drip is immaculate, I’m stealing this look  ",positive,False,1
39,1038,Your video just cured my depression. Do you take cash or card?,positive,False,1
437,1436,I’m glad you’re coming out of your comfort zone — time to go back. ,negative,False,1
227,1226,"Didn’t hate it, didn’t love it",neutral,False,1
221,1220,I’m glad you’re coming out of your comfort zone — time to go back. ,negative,False,1
163,1162,"Whoa, whoa, whoa, whoa, whoa. ",neutral,False,1
