comment,sentiment_score,usefulness_score,usefulness_mentioned
Loved this! Love the comedy skit,0.49,0.91,0
I didn’t get it. Zero value — tutorial,-0.44,0.1,1
Well explained! Love the home decor,0.95,0.85,0
Low effort ASMR 💪,-0.58,0.15,0
Genius idea! Love the parenting tip 😅,0.7,0.9,0
Confusing college vlog 😍,-0.29,0.29,0
Crystal clear. Taking notes — nail art 🎵,0.79,0.72,1
Life-changing tip! Love the product review 🐶,0.55,0.72,0
Chef’s kiss! Love the product review,0.92,0.93,0
Hilarious. Explained so well — knitting ✨,1.0,0.96,1
So good!. Useful for beginners — art timelapse 🔥,0.71,0.89,1
Too slow tech unboxing 🤯,-0.98,0.06,0
Clickbait. Didn’t help — makeup,-0.65,0.04,1
Cringe. Not helpful at all — recipe 📚,-0.95,0.18,1
Not helpful finance advice 🎵,-0.3,0.02,0
Could be better. somewhat useful for makeup 🔥,0.13,0.64,1
Kinda useful cleaning hack,0.14,0.33,0
Brilliant. Practical tip — parenting tip 👏,0.83,0.83,1
Interesting knitting 😴,0.12,0.48,0
Inspiring! Love the hair tutorial,0.99,0.93,0
Brilliant! Love the workout,0.62,0.7,0
Clickbait. No real tips — AI demo,-0.37,0.22,1
Genius idea. Explained so well — home decor 🐱,0.94,0.92,1
Decent. kinda helpful for AI demo,-0.14,0.44,1
Hmm AI demo,-0.01,0.54,0
Annoying home decor,-0.57,0.12,0
Cute!! Love the art timelapse,0.51,0.66,0
Confusing dance,-0.66,0.36,0
Brilliant. Saved me time — ASMR 🐱,0.79,0.83,1
Crystal clear! Love the life hack 😅,0.55,0.82,0
Wholesome. I can finally do this — street food 😬,0.89,0.92,1
Super helpful. Super useful — art timelapse 💯,0.8,0.72,1
Misleading. Didn’t help — finance advice,-0.55,0.03,1
Decent. kinda helpful for motivation,0.09,0.54,1
Not helpful. Missing steps — coding 🤔,-0.73,0.15,1
Misleading tutorial,-0.65,0.32,0
Kinda useful basketball highlight 💯,0.04,0.5,0
Amazing content! Love the ASMR 😍,0.53,0.86,0
This made my day. Practical tip — skincare,0.52,0.85,1
Super helpful. Clear and useful — nail art,0.87,0.85,1
Genius idea. Practical tip — life hack,0.59,1.0,1
Very entertaining. Useful for beginners — home decor 🤯,0.73,0.95,1
Annoying. Not useful — tutorial,-0.82,0.23,1
Interesting nail art 🤯,-0.05,0.33,0
Misleading garden tour,-0.33,0.14,0
Brilliant! Love the workout,0.88,0.8,0
Thanks for sharing thrifting,-0.12,0.39,0
Decent thrifting 💯,0.24,0.62,0
Loved this! Love the dog video 🐱,0.58,0.75,0
I’ll try this. somewhat useful for cat video,-0.01,0.61,1
Misleading. Zero value — movie recap 💯,-0.86,0.0,1
Cringe. Zero value — gaming clip 👍,-0.8,0.04,1
This made my day! Love the book review,0.55,0.72,0
Life-changing tip! Love the finance advice,0.9,0.7,0
Very entertaining. I can finally do this — resume tips,0.79,0.77,1
Genius idea. Exactly what I needed — dog video,0.54,0.8,1
Confusing thrifting 🔥,-0.49,0.07,0
Loved this! Love the garden tour 🐶,0.6,0.7,0
Mixed feelings. kinda helpful for travel vlog,0.02,0.6,1
Annoying art timelapse 🐶,-0.26,0.24,0
Annoying history fact,-0.51,0.18,0
Inspiring. Practical tip — crypto explainer 🔥,0.9,0.75,1
Brilliant! Love the nail art 🍳,0.46,0.71,0
Could be better. kinda helpful for ASMR,-0.16,0.4,1
Terrible explanation cooking fail,-0.54,0.23,0
Confusing book review 👏,-0.34,0.33,0
Amazing content. Useful for beginners — recipe 😅,0.65,0.85,1
Could be better movie recap,-0.02,0.46,0
Okay I guess movie recap,0.1,0.68,0
Mixed feelings prank 🧠,0.26,0.68,0
Too slow. Didn’t learn anything — movie recap,-0.88,0.06,1
Not bad. somewhat useful for gaming clip 🤯,-0.09,0.66,1
Okay I guess science experiment,-0.11,0.39,0
Overhyped. No real tips — comedy skit,-0.25,0.12,1
Cringe. Zero value — car mod,-0.25,0.09,1
Terrible explanation. Not helpful at all — basketball highlight 🎵,-0.62,0.24,1
Inspiring! Love the recipe 😭,0.7,0.88,0
Misleading. This won’t work — productivity,-0.28,0.21,1
Kinda useful garden tour 😅,-0.05,0.37,0
Loved this! Love the college vlog 😭,0.62,0.63,0
Thanks for sharing college vlog,0.26,0.5,0
Waste of time. Zero value — book review,-0.77,0.13,1
Could be better dog video,-0.11,0.38,0
Overhyped productivity,-0.74,0.23,0
Impressive work. Useful for beginners — fashion haul,0.6,0.85,1
Okay I guess product review,0.13,0.48,0
Loved this. Taking notes — cleaning hack,0.68,0.96,1
Too slow parenting tip 🐶,-0.94,0.23,0
Too slow. Didn’t help — travel vlog,-0.75,0.2,1
Annoying. Missing steps — movie recap,-0.2,0.3,1
Could be better tutorial 🎵,0.08,0.66,0
I’ll try this. kinda helpful for crypto explainer,0.01,0.51,1
So good!! Love the mindfulness 🎵,0.95,0.74,0
Overhyped. Zero value — home decor 👍,-0.7,0.05,1
Loved this! Love the history fact 😭,0.77,0.74,0
Not bad study tips ✨,0.26,0.58,0
Not bad recipe 💯,0.2,0.69,0
Life-changing tip. This answered my question — productivity,0.52,0.8,1
Okay I guess. kinda helpful for dog video 👏,0.04,0.66,1
Overhyped. Didn’t explain the why — cooking fail 😅,-0.49,0.05,1
Hilarious. I can finally do this — budget meal,0.91,0.96,1
Annoying tech unboxing,-0.65,0.12,0
Low effort. Zero value — resume tips 👏,-0.75,0.13,1
Kinda useful nail art,-0.16,0.39,0
Confusing hair tutorial 🤯,-0.87,0.2,0
Inspiring! Love the prank 💯,0.8,0.61,0
Too fast prank,-0.67,0.1,0
Clickbait. Not helpful at all — street food,-0.6,0.04,1
This made my day. Super useful — movie recap 🎵,0.99,0.86,1
Could be better dog video,-0.1,0.62,0
Inspiring. Useful for beginners — basketball highlight,0.6,0.96,1
Misleading makeup 💪,-0.42,0.1,0
Genius idea. This helped a lot — movie recap 😴,0.65,0.94,1
Brilliant. Exactly what I needed — motivation 👎,0.67,0.8,1
Kinda useful knitting 😅,0.14,0.7,0
Mixed feelings makeup,0.15,0.64,0
Could be better makeup 😍,0.18,0.54,0
Kinda useful nail art,0.02,0.49,0
I didn’t get it art timelapse 🐱,-0.83,0.05,0
Well explained! Love the budget meal,0.79,0.92,0
I learned a lot. Saved me time — dance 😅,0.67,0.78,1
Not bad cooking fail,0.21,0.62,0
So good!. Saved me time — music cover,0.89,0.9,1
Not bad. kinda helpful for AI demo 💪,-0.03,0.5,1
Clickbait. Didn’t explain the why — life hack 🎵,-0.89,0.12,1
Too slow. Useless — art timelapse,-0.64,0.18,1
Decent resume tips 😴,0.25,0.64,0
This made my day! Love the tutorial 🙌,0.52,0.82,0
Genius idea. Taking notes — finance advice,0.67,0.8,1
Kinda useful music cover 😅,0.15,0.67,0
Could be better resume tips 🐶,0.26,0.62,0
Okay I guess coding,0.18,0.62,0
Clickbait dance 👏,-0.98,0.37,0
Not bad basketball highlight 😍,-0.15,0.42,0
I learned a lot. Useful for beginners — photography 😂,0.85,0.71,1
Could be better movie recap 😍,-0.13,0.68,0
Loved this! Love the productivity 🐱,0.74,0.77,0
Wholesome. I can finally do this — travel vlog 🤯,0.62,0.7,1
Hmm. somewhat useful for language lesson 👎,-0.13,0.54,1
Thanks for sharing product review,0.13,0.65,0
Interesting comedy skit,-0.17,0.56,0
Kinda useful music cover 🙌,0.05,0.65,0
Okay I guess. kinda helpful for nail art 🍳,-0.14,0.66,1
Chef’s kiss. Exactly what I needed — resume tips 😴,0.63,0.73,1
Not bad science experiment,0.03,0.35,0
Loved this. Clear and useful — hair tutorial,0.88,0.77,1
Genius idea! Love the finance advice,0.88,0.79,0
Cringe recipe,-0.89,0.08,0
Boring. Didn’t learn anything — travel vlog,-0.49,0.08,1
Interesting gaming clip,-0.19,0.31,0
Crystal clear. This helped a lot — study tips 🍳,0.56,0.81,1
Clickbait dog video 🔥,-0.65,0.31,0
Too fast. Zero value — prank 😭,-0.66,0.09,1
Annoying gaming clip 🧠,-0.43,0.25,0
Impressive work. This answered my question — movie recap 😍,0.6,0.8,1
Too fast basketball highlight,-0.9,0.16,0
Hmm tech unboxing 🤯,0.23,0.53,0
Waste of time. This won’t work — movie recap 😭,-0.82,0.11,1
Mixed feelings science experiment,0.06,0.37,0
This is gold. Explained so well — history fact,0.75,0.91,1
Kinda useful nail art,0.19,0.44,0
Overhyped book review 👍,-0.61,0.2,0
Misleading book review 😬,-0.76,0.1,0
Terrible explanation book review 😂,-0.26,0.35,0
Hilarious. Practical tip — product review 🧠,0.75,0.94,1
Impressive work. Taking notes — nail art,0.83,0.96,1
So good!! Love the product review 🤯,0.55,0.79,0
Crystal clear! Love the art timelapse,0.43,0.9,0
Decent. somewhat useful for cat video,-0.18,0.48,1
Genius idea! Love the ASMR,0.94,0.64,0
Loved this. Practical tip — car mod 😬,0.91,0.72,1
Thanks for sharing. somewhat useful for knitting,0.27,0.58,1
I didn’t get it comedy skit,-0.45,0.14,0
Kinda useful prank,0.01,0.41,0
Life-changing tip! Love the comedy skit,0.94,0.88,0
Not helpful. Useless — science experiment,-0.61,0.22,1
Okay I guess book review,-0.09,0.34,0
Waste of time. Useless — workout 😂,-0.47,0.12,1
Hmm makeup 😴,-0.06,0.61,0
This is gold! Love the dance,0.46,0.67,0
So good!. Super useful — product review 🤯,0.9,0.91,1
Cringe budget meal 🐱,-0.73,0.27,0
Wholesome! Love the science experiment,0.97,0.78,0
Okay I guess. kinda helpful for mindfulness,-0.09,0.61,1
Hilarious. I can finally do this — basketball highlight,0.72,0.74,1
Thanks for sharing. somewhat useful for skincare,-0.18,0.5,1
This made my day. Useful for beginners — makeup 🔥,0.63,0.89,1
Thanks for sharing college vlog,0.2,0.45,0
Genius idea. Very helpful — history fact ✨,0.68,0.99,1
Not bad tutorial,0.13,0.39,0
Boring ASMR 📚,-0.32,0.19,0
Crystal clear! Love the music cover 🐱,0.57,0.63,0
Kinda useful movie recap 🔥,0.1,0.7,0
So good!. This helped a lot — college vlog 🎵,0.59,0.84,1
Not bad street food 🔥,0.29,0.64,0
This is gold. I can finally do this — science experiment,0.62,0.71,1
Cringe dog video,-0.63,0.21,0
So good!. Exactly what I needed — science experiment 📚,0.97,0.7,1
Interesting cleaning hack,-0.17,0.41,0
I learned a lot. Exactly what I needed — history fact,0.52,0.98,1
Mixed feelings cooking fail 💪,-0.04,0.61,0
Interesting resume tips,-0.15,0.53,0
Hilarious. Exactly what I needed — history fact,0.81,0.82,1
Very entertaining! Love the resume tips 🐶,0.46,0.96,0
Cringe book review 👎,-0.56,0.09,0
Hmm basketball highlight,0.04,0.36,0
Life-changing tip! Love the product review 👎,0.91,0.96,0
I’ll try this study tips,0.02,0.69,0
I’ll try this resume tips,0.23,0.59,0
Too fast. No real tips — college vlog,-0.23,0.19,1
Very entertaining. Super useful — travel vlog,0.64,0.99,1
Thanks for sharing travel vlog,-0.04,0.54,0
Hmm parenting tip 🔥,-0.15,0.65,0
Life-changing tip. Super useful — knitting,0.63,0.98,1
Misleading. No real tips — prank 😂,-0.5,0.01,1
Hilarious. I can finally do this — life hack 🐶,0.99,0.87,1
Low effort college vlog 😅,-0.23,0.31,0
I didn’t get it crypto explainer,-0.38,0.39,0
Super helpful! Love the gaming clip 🐱,0.49,0.7,0
Could be better recipe 🧠,0.09,0.44,0
Super helpful. I learned something new — art timelapse,0.5,0.81,1
Low effort. Missing steps — budget meal,-0.83,0.24,1
Decent. somewhat useful for tech unboxing,0.21,0.48,1
Boring. This won’t work — prank 💪,-0.41,0.1,1
Life-changing tip! Love the budget meal,0.67,0.89,0
Cringe. Not helpful at all — photography 🐱,-0.78,0.01,1
Well explained! Love the product review 🤔,0.42,0.62,0
I didn’t get it finance advice 🧠,-0.77,0.36,0
I’ll try this. somewhat useful for product review 💪,-0.11,0.54,1
Overhyped. No real tips — travel vlog,-0.41,0.25,1
Terrible explanation. This won’t work — comedy skit,-0.39,0.04,1
Kinda useful AI demo 🔥,0.11,0.65,0
Wholesome. Super useful — comedy skit,0.85,0.83,1
Okay I guess. kinda helpful for resume tips 🔥,0.22,0.66,1
Waste of time. Not useful — cleaning hack,-0.99,0.24,1
Clickbait college vlog 👏,-0.78,0.12,0
Very entertaining. I can finally do this — cooking fail,0.68,0.84,1
Hilarious! Love the crypto explainer,0.63,0.6,0
Decent language lesson,0.0,0.66,0
Cute!! Love the knitting 😬,0.89,0.98,0
Low effort. Still confused — basketball highlight,-0.31,0.12,1
Waste of time. Didn’t explain the why — car mod ✨,-0.73,0.22,1
This is gold! Love the tech unboxing 💯,0.44,0.75,0
Kinda useful book review,0.05,0.54,0
Okay I guess. kinda helpful for workout 👍,0.08,0.61,1
Super helpful. Helped me fix it — college vlog,0.84,0.84,1
Hmm. kinda helpful for tech unboxing,-0.05,0.54,1
This made my day. This helped a lot — productivity 🔥,0.77,0.76,1
Boring. Not helpful at all — life hack,-0.91,0.27,1
Clickbait. Didn’t learn anything — gaming clip,-0.57,0.08,1
Hmm. somewhat useful for history fact 👏,-0.16,0.43,1
Mixed feelings life hack 👍,-0.09,0.68,0
Too fast. This won’t work — dog video,-0.26,0.14,1
Very entertaining! Love the crypto explainer 😬,0.66,0.95,0
Too fast crypto explainer,-0.43,0.23,0
Not bad knitting,-0.13,0.51,0
Life-changing tip! Love the resume tips 🤯,0.75,0.64,0
Thanks for sharing. kinda helpful for knitting 😴,-0.12,0.61,1
Impressive work. I learned something new — life hack,0.68,0.86,1
Decent gaming clip,0.22,0.53,0
Amazing content! Love the cat video,0.96,0.94,0
Mixed feelings dog video 📚,0.23,0.6,0
Hilarious. Useful for beginners — tutorial,0.89,0.74,1
Hmm art timelapse,-0.01,0.59,0
Terrible explanation movie recap,-0.92,0.06,0
Thanks for sharing. somewhat useful for history fact 🤔,-0.12,0.41,1
Boring life hack 💯,-0.78,0.04,0
Life-changing tip! Love the prank 💯,0.9,0.63,0
Too fast. Didn’t learn anything — finance advice 👎,-0.78,0.01,1
Boring tutorial,-0.85,0.1,0
Too slow cat video,-0.89,0.19,0
Crystal clear. Useful for beginners — finance advice,0.73,0.89,1
Mixed feelings study tips 🧠,0.26,0.4,0
Boring. Didn’t learn anything — basketball highlight 💪,-0.65,0.1,1
Decent. kinda helpful for dog video 🐱,-0.06,0.68,1
Brilliant. Taking notes — study tips 😴,0.61,0.77,1
Waste of time. Not helpful at all — ASMR 👍,-0.23,0.25,1
Crystal clear! Love the science experiment,0.9,0.69,0
Thanks for sharing prank 🐱,0.11,0.52,0
Kinda useful history fact,0.24,0.39,0
Loved this. Useful for beginners — ASMR 📚,0.8,0.73,1
Too slow workout 🤔,-0.63,0.15,0
Not helpful travel vlog,-0.25,0.04,0
Low effort fashion haul 😬,-0.52,0.27,0
Crystal clear. Useful for beginners — dance 👍,0.63,0.76,1
Very entertaining. Clear and useful — comedy skit 🍳,0.85,0.74,1
Amazing content. Useful for beginners — travel hack 💪,0.7,0.99,1
Loved this! Love the cooking fail 🐶,0.7,0.95,0
Not helpful. Useless — photography 🐱,-0.4,0.06,1
Loved this! Love the skincare 😅,0.53,0.99,0
Kinda useful history fact,-0.06,0.65,0
Could be better art timelapse 🔥,0.13,0.69,0
Crystal clear. Bookmarked for later — prank,0.69,0.79,1
Terrible explanation tech unboxing,-0.25,0.21,0
Crystal clear. Explained so well — dog video,0.6,0.79,1
Genius idea. Bookmarked for later — basketball highlight,0.75,0.95,1
Mixed feelings ASMR 🍳,0.19,0.46,0
Well explained! Love the tutorial,0.67,0.73,0
Could be better. kinda helpful for fashion haul 👍,-0.12,0.4,1
This is gold. Useful for beginners — makeup,0.68,0.88,1
Well explained. I learned something new — AI demo,0.54,0.71,1
Waste of time workout 😅,-0.56,0.19,0
Too fast. Not helpful at all — music cover 🍳,-0.84,0.19,1
Boring thrifting 🧠,-0.49,0.07,0
Chef’s kiss. Useful for beginners — dance,0.63,0.74,1
Clickbait parenting tip,-0.52,0.13,0
Hmm budget meal,0.14,0.46,0
Wholesome. Clear and useful — recipe,0.99,0.82,1
Decent product review,-0.2,0.57,0
Could be better. somewhat useful for ASMR 😴,0.16,0.51,1
This is gold! Love the cleaning hack,0.66,0.83,0
Amazing content. Useful for beginners — fashion haul,0.66,0.93,1
Misleading knitting 💪,-0.26,0.35,0
Hmm travel hack 😅,0.14,0.38,0
Very entertaining. This helped a lot — prank 😴,0.97,0.81,1
Not bad movie recap,0.24,0.69,0
Solid advice! Love the motivation,0.85,0.88,0
Waste of time. No real tips — car mod,-0.21,0.18,1
Cringe recipe,-0.5,0.27,0
I’ll try this travel vlog 💯,-0.05,0.39,0
Boring cat video,-0.92,0.09,0
Decent. kinda helpful for prank 🍳,-0.13,0.42,1
Thanks for sharing skincare 🤔,0.19,0.3,0
This made my day. Very helpful — coding,0.68,0.85,1
Brilliant. Exactly what I needed — recipe 🍳,0.6,0.72,1
Not bad. kinda helpful for motivation,-0.16,0.57,1
Life-changing tip! Love the garden tour 🎵,0.69,0.61,0
Well explained. I can finally do this — gaming clip 😂,0.82,0.84,1
Confusing. Not helpful at all — motivation,-0.48,0.21,1
I didn’t get it. Didn’t learn anything — thrifting,-0.29,0.25,1
Wholesome. Exactly what I needed — basketball highlight 👎,0.76,0.94,1
This is gold. Explained so well — car mod,0.81,0.79,1
Could be better gaming clip,-0.13,0.35,0
Confusing. Useless — fashion haul,-0.41,0.2,1
Crystal clear. Bookmarked for later — cleaning hack,0.56,0.87,1
So good!. This answered my question — skincare 🧠,0.86,0.88,1
Amazing content! Love the fashion haul 🤔,0.85,0.67,0
Loved this! Love the photography 💪,0.45,0.64,0
Okay I guess productivity 👎,-0.09,0.66,0
I’ll try this product review 😍,0.2,0.34,0
Terrible explanation parenting tip,-0.99,0.38,0
I learned a lot! Love the language lesson 😬,0.66,0.69,0
Chef’s kiss. Taking notes — recipe 🍳,0.97,0.94,1
Interesting. kinda helpful for skincare 🧠,-0.06,0.58,1
This is gold! Love the dog video 🙌,0.4,0.7,0
Hilarious. I can finally do this — language lesson 🐱,0.63,0.85,1
Could be better photography 😂,-0.19,0.39,0
Loved this. Helped me fix it — photography,0.66,0.77,1
Hilarious. Taking notes — tutorial,0.72,0.88,1
Brilliant! Love the AI demo 😂,0.73,0.69,0
This made my day! Love the tutorial 🔥,0.55,0.77,0
Not helpful life hack,-0.71,0.24,0
This made my day! Love the fashion haul 😍,0.78,0.93,0
I didn’t get it. Still confused — car mod,-0.72,0.08,1
Could be better photography,0.13,0.38,0
Misleading coding,-0.47,0.18,0
This made my day! Love the recipe 🧠,0.73,0.86,0
Not bad gaming clip,-0.06,0.68,0
Kinda useful history fact 😬,0.09,0.66,0
So good!. This helped a lot — history fact,0.9,0.87,1
Kinda useful photography 🐱,0.24,0.32,0
Well explained. Helped me fix it — crypto explainer ✨,0.72,0.96,1
Amazing content. Useful for beginners — crypto explainer,0.79,0.81,1
Impressive work. Exactly what I needed — college vlog 🍳,0.75,0.81,1
Too slow fashion haul,-0.83,0.38,0
So good!. Useful for beginners — AI demo 🧠,0.95,0.78,1
Very entertaining. Saved me time — home decor,0.65,0.94,1
Hilarious. Helped me fix it — product review 👏,0.86,0.77,1
Too slow. This won’t work — motivation 🤔,-0.64,0.12,1
Annoying coding 🤔,-0.34,0.35,0
Clickbait. Didn’t help — movie recap,-0.84,0.12,1
Not helpful. Useless — finance advice 👏,-0.45,0.08,1
Crystal clear. I can finally do this — history fact,0.78,0.96,1
Confusing. No real tips — fashion haul 🙌,-0.36,0.11,1
Misleading. No real tips — gaming clip,-0.93,0.28,1
Hmm. somewhat useful for study tips 🍳,-0.06,0.54,1
Too fast basketball highlight,-0.5,0.07,0
Genius idea. Saved me time — movie recap,0.99,0.73,1
Super helpful! Love the mindfulness 📚,0.8,0.72,0
Kinda useful. kinda helpful for nail art,-0.09,0.46,1
Mixed feelings home decor,-0.14,0.53,0
Cringe. Didn’t learn anything — prank 💯,-0.48,0.29,1
Super helpful! Love the cleaning hack 🍳,0.94,0.62,0
Misleading. Useless — parenting tip,-0.98,0.3,1
Well explained! Love the cooking fail 👎,0.72,0.87,0
Low effort product review 😅,-0.49,0.37,0
Thanks for sharing. somewhat useful for tutorial,0.23,0.51,1
Hmm thrifting,-0.13,0.65,0
Interesting. kinda helpful for dog video 💪,0.19,0.42,1
Brilliant. Super useful — photography,0.57,0.8,1
Loved this. Explained so well — life hack 👍,0.96,0.75,1
Could be better home decor,-0.14,0.56,0
I learned a lot! Love the fashion haul 😍,0.77,0.72,0
Solid advice! Love the art timelapse 😬,0.89,0.9,0
Interesting photography 😅,-0.06,0.41,0
Cute!. Explained so well — finance advice 💪,0.85,0.75,1
Too slow. This won’t work — budget meal ✨,-0.33,0.21,1
Hmm knitting,0.04,0.43,0
Cute!! Love the productivity,0.77,0.67,0
Inspiring. This answered my question — music cover 🐱,0.77,0.88,1
Chef’s kiss! Love the skincare 🐱,0.46,0.75,0
Could be better. kinda helpful for skincare,0.22,0.48,1
So good!! Love the ASMR 😴,0.72,0.91,0
I’ll try this thrifting,0.11,0.31,0
Solid advice. Explained so well — skincare,0.54,0.8,1
Amazing content. Taking notes — coding 👎,0.66,0.74,1
Amazing content! Love the tech unboxing 😂,0.61,0.72,0
Well explained. Practical tip — cooking fail,0.58,0.77,1
Thanks for sharing. somewhat useful for finance advice 🙌,0.01,0.62,1
Annoying. Useless — resume tips,-0.31,0.15,1
Annoying street food,-0.74,0.3,0
Chef’s kiss. I can finally do this — coding 🎵,0.82,0.88,1
Okay I guess travel vlog,0.09,0.64,0
Too slow thrifting,-0.66,0.34,0
Cute!. This answered my question — coding,0.97,0.88,1
Wholesome. This helped a lot — home decor 🤔,0.53,0.83,1
Waste of time. Still confused — comedy skit 😍,-0.74,0.17,1
This is gold. Exactly what I needed — language lesson,0.8,0.9,1
Life-changing tip. Very helpful — car mod 🔥,0.86,0.79,1
Genius idea. I learned something new — knitting 🐶,0.6,0.94,1
Cute!. Exactly what I needed — mindfulness,0.76,0.83,1
Crystal clear! Love the tech unboxing 📚,0.81,0.62,0
I didn’t get it. Still confused — study tips,-0.8,0.01,1
Low effort. No real tips — knitting 🐶,-0.48,0.03,1
I’ll try this. kinda helpful for prank,0.1,0.4,1
Impressive work. Super useful — life hack 🎵,0.53,0.91,1
Cute!! Love the nail art 😴,0.87,0.78,0
Solid advice. Practical tip — mindfulness,0.81,0.79,1
Wholesome. Practical tip — cat video,0.85,0.94,1
Brilliant. This helped a lot — life hack,0.81,0.74,1
Impressive work! Love the ASMR 😅,0.85,0.68,0
This made my day. Taking notes — prank,0.53,0.92,1
Kinda useful. kinda helpful for tech unboxing 😂,-0.13,0.41,1
This is gold! Love the productivity 🤯,0.47,0.93,0
Not helpful movie recap 🔥,-0.66,0.36,0
Okay I guess book review 👍,0.25,0.65,0
Loved this. Practical tip — parenting tip 👎,0.96,0.95,1
Genius idea. Exactly what I needed — science experiment 🤔,0.88,0.84,1
Wholesome! Love the coding 👍,0.74,0.96,0
Thanks for sharing nail art,0.1,0.42,0
Life-changing tip. Bookmarked for later — travel vlog,0.79,0.91,1
Misleading. Didn’t learn anything — language lesson 👎,-0.34,0.04,1
Super helpful. Super useful — tutorial ✨,0.94,0.99,1
Mixed feelings. somewhat useful for knitting ✨,0.05,0.64,1
Annoying car mod,-0.45,0.05,0
Decent product review 📚,0.12,0.36,0
Too fast history fact,-0.45,0.02,0
Cute!. Bookmarked for later — crypto explainer 😅,0.52,0.96,1
Chef’s kiss. Explained so well — prank 🧠,0.56,0.88,1
Annoying. Zero value — resume tips 👍,-0.77,0.15,1
Clickbait fashion haul,-0.39,0.35,0
Wholesome. Very helpful — basketball highlight,0.84,0.99,1
Not helpful. Missing steps — productivity 🐶,-0.74,0.03,1
I’ll try this mindfulness 😴,-0.05,0.53,0
I’ll try this. somewhat useful for dance 🤔,0.24,0.5,1
Well explained. Practical tip — language lesson 😍,0.59,0.82,1
Wholesome. I learned something new — makeup 😍,0.53,0.88,1
Inspiring. Bookmarked for later — makeup 😴,0.78,0.97,1
Could be better. kinda helpful for basketball highlight 🐱,0.05,0.63,1
Not helpful hair tutorial,-0.95,0.37,0
I’ll try this coding 😭,-0.11,0.63,0
This made my day. Super useful — basketball highlight,0.97,0.77,1
Not bad makeup 😂,-0.15,0.38,0
Very entertaining. Taking notes — hair tutorial,0.92,0.9,1
Interesting art timelapse 😬,-0.1,0.36,0
Genius idea. Practical tip — mindfulness 😭,0.87,0.82,1
Cringe. No real tips — coding,-0.33,0.26,1
Super helpful. This helped a lot — travel hack,0.56,0.77,1
Crystal clear! Love the cleaning hack 😬,0.59,0.87,0
Not helpful. This won’t work — music cover,-0.88,0.21,1
Clickbait prank,-0.46,0.34,0
I’ll try this AI demo,0.08,0.56,0
Low effort. Didn’t help — life hack,-0.26,0.03,1
Confusing cooking fail 📚,-0.69,0.08,0
Chef’s kiss. Helped me fix it — product review 📚,0.62,0.72,1
Misleading. Useless — mindfulness 🐶,-0.45,0.06,1
Life-changing tip. This helped a lot — home decor 🧠,0.75,0.95,1
Brilliant! Love the skincare,0.49,0.7,0
This is gold. This answered my question — history fact,0.82,0.73,1
Overhyped. Didn’t learn anything — cat video,-0.64,0.12,1
Mixed feelings. somewhat useful for cat video 😬,0.2,0.59,1
Wholesome. Helped me fix it — hair tutorial 📚,0.95,0.97,1
Hilarious. I learned something new — travel hack 🍳,0.54,0.78,1
I didn’t get it. Didn’t learn anything — motivation ✨,-0.28,0.04,1
Cringe coding,-0.55,0.04,0
Thanks for sharing language lesson,0.23,0.31,0
Hmm makeup,0.14,0.42,0
Annoying. Still confused — knitting,-0.94,0.26,1
Terrible explanation. Didn’t learn anything — prank,-0.41,0.0,1
Not helpful dance,-0.42,0.24,0
Thanks for sharing knitting 😭,0.19,0.69,0
Cringe. Not helpful at all — art timelapse,-0.54,0.28,1
So good!. Very helpful — book review,0.66,0.87,1
Kinda useful music cover,0.02,0.7,0
Decent tutorial 🤔,0.27,0.52,0
Life-changing tip. This answered my question — coding,0.99,0.84,1
Hilarious. I can finally do this — photography 💪,0.61,0.78,1
Brilliant. Bookmarked for later — product review 🙌,0.7,0.7,1
Thanks for sharing language lesson 😭,-0.04,0.49,0
Not helpful. Not useful — motivation 🤔,-0.24,0.0,1
Impressive work. Exactly what I needed — history fact 🎵,0.53,0.92,1
Could be better. somewhat useful for science experiment,0.29,0.5,1
Terrible explanation makeup,-0.75,0.17,0
Clickbait. Didn’t learn anything — garden tour,-0.76,0.15,1
Too slow travel vlog 💯,-0.99,0.31,0
Loved this! Love the recipe,0.96,0.78,0
Kinda useful cleaning hack 😬,0.12,0.58,0
Thanks for sharing. somewhat useful for AI demo 😬,0.08,0.69,1
This is gold! Love the finance advice 🐶,0.63,0.63,0
Genius idea. Useful for beginners — music cover 😂,0.82,0.9,1
Not helpful. Not useful — tech unboxing 💪,-0.84,0.2,1
Interesting science experiment,0.09,0.37,0
Too slow dog video 🙌,-0.97,0.33,0
Well explained. Bookmarked for later — resume tips,0.71,0.83,1
Solid advice! Love the parenting tip 💪,0.9,0.81,0
Boring language lesson,-0.99,0.33,0
Kinda useful skincare,-0.06,0.51,0
Not bad crypto explainer 🐶,-0.12,0.46,0
Kinda useful basketball highlight 📚,0.18,0.37,0
Kinda useful. somewhat useful for prank,0.08,0.57,1
Brilliant. Explained so well — gaming clip,0.53,0.85,1
I didn’t get it. Zero value — photography 🙌,-0.37,0.3,1
Interesting crypto explainer,-0.12,0.32,0
Genius idea. I can finally do this — photography 😅,0.62,0.97,1
Cute!. Very helpful — tutorial 🙌,0.82,0.88,1
Terrible explanation. Missing steps — finance advice 🔥,-0.26,0.02,1
Mixed feelings. somewhat useful for book review 👍,0.03,0.49,1
Chef’s kiss! Love the basketball highlight 👎,0.97,0.81,0
Clickbait workout 😴,-0.23,0.24,0
